Insert_Size	DF_927_1_GFP_tdt	DF_927_1_GFP	DF_980_3_GFP_tdt	DF_980_3_GFP
2908	NA	NA	3763	3981
2909	NA	NA	3535	3538
2910	NA	NA	3501	3686
2911	NA	NA	3334	3631
2912	NA	NA	3458	3543
2913	NA	NA	3976	4088
2914	NA	NA	3518	3727
2915	NA	NA	3666	3977
2916	NA	NA	3622	3722
2917	NA	NA	3597	3799
2918	NA	NA	3615	3736
2919	NA	NA	3443	3708
2920	NA	NA	3905	4505
2921	NA	NA	3384	3757
2922	NA	NA	3451	3662
2923	NA	NA	3447	3741
2924	NA	NA	3617	3615
2925	NA	NA	3737	3732
2926	NA	NA	3423	3683
2927	NA	NA	3754	3830
2928	NA	NA	3743	3913
2929	NA	NA	3545	3843
2930	NA	NA	3654	4188
2931	NA	NA	3632	3848
2932	NA	NA	3570	3783
2933	NA	NA	3615	3677
2934	NA	NA	3563	3826
2935	NA	NA	3807	3888
2936	NA	NA	3649	3978
2937	NA	NA	3706	3972
2938	NA	NA	3713	3846
2939	NA	NA	3688	3692
2940	NA	NA	3471	3672
2941	NA	NA	3478	3800
2942	NA	NA	3487	3776
2943	NA	NA	3644	3946
2944	NA	NA	3554	3758
2945	NA	NA	3629	3827
2946	NA	NA	3452	3678
2947	NA	NA	3662	4079
2948	NA	NA	3544	4076
2949	NA	NA	3816	4485
2950	NA	NA	3612	4081
2951	NA	NA	3792	3870
2952	NA	NA	3886	4063
2953	NA	NA	3653	3868
2954	NA	NA	3700	4036
2955	NA	NA	3765	4000
2956	NA	NA	4000	4326
2957	NA	NA	3980	4547
2958	NA	NA	4172	4307
2959	NA	NA	5007	5766
2960	NA	NA	3858	4095
2961	NA	NA	3742	3914
2962	NA	NA	3542	3839
2963	NA	NA	3791	3782
2964	NA	NA	3659	3977
2965	NA	NA	3740	4383
2966	NA	NA	3581	3594
2967	NA	NA	3672	3729
2968	NA	NA	3601	3680
2969	NA	NA	3493	3702
2970	NA	NA	3488	3571
2971	NA	NA	3552	3670
2972	NA	NA	3287	3677
2973	NA	NA	3330	3657
2974	NA	NA	3508	4014
2975	NA	NA	3575	3696
2976	NA	NA	3653	3909
2977	NA	NA	3759	3623
2978	NA	NA	3594	3832
2979	NA	NA	3468	3688
2980	NA	NA	3655	3751
2981	NA	NA	3541	3770
2982	NA	NA	3747	3708
2983	NA	NA	3821	3969
2984	NA	NA	3614	3685
2985	NA	NA	4052	4029
2986	NA	NA	3876	3708
2987	NA	NA	4175	4084
2988	NA	NA	3763	3854
2989	NA	NA	3640	3606
2990	NA	NA	3607	3724
2991	NA	NA	4028	3950
2992	NA	NA	3604	3677
2993	NA	NA	3703	3768
2994	NA	NA	3857	3768
2995	NA	NA	3594	3670
2996	NA	NA	3701	3821
2997	NA	NA	3778	3802
2998	NA	NA	3741	3775
2999	NA	NA	3845	3766
3000	NA	NA	3760	3692
3001	NA	NA	3704	3900
3002	NA	NA	3783	3761
3003	NA	NA	3746	3887
3004	NA	NA	3734	3727
3005	NA	NA	3775	3974
3006	NA	NA	3819	3827
3007	NA	NA	4047	4089
3008	NA	NA	3737	3937
3009	NA	NA	3820	3869
3010	NA	NA	3760	3707
3011	NA	NA	3733	3969
3012	NA	NA	3738	3831
3013	NA	NA	3658	3888
3014	NA	NA	3782	4045
3015	NA	NA	3768	4083
3016	NA	NA	3825	4006
3017	NA	NA	3950	3875
3018	NA	NA	3708	4291
3019	NA	NA	3866	3817
3020	NA	NA	3755	3980
3021	NA	NA	3915	3958
3022	NA	NA	4113	4234
3023	NA	NA	3772	3907
3024	NA	NA	3578	3980
3025	NA	NA	3703	3902
3026	NA	NA	3668	3894
3027	NA	NA	3637	3782
3028	NA	NA	3796	4056
3029	NA	NA	3854	4119
3030	NA	NA	3780	4282
3031	NA	NA	3983	4034
3032	NA	NA	4323	4532
3033	NA	NA	3800	3858
3034	NA	NA	3623	3941
3035	NA	NA	3922	4188
3036	NA	NA	3568	3807
3037	NA	NA	3684	3695
3038	NA	NA	3817	3791
3039	NA	NA	3701	3766
3040	NA	NA	3932	3939
3041	NA	NA	3940	4025
3042	NA	NA	3856	3919
3043	NA	NA	3787	3948
3044	NA	NA	3750	3762
3045	NA	NA	3895	4093
3046	NA	NA	3862	3791
3047	NA	NA	3986	4040
3048	NA	NA	3971	4054
3049	NA	NA	4040	4056
3050	NA	NA	4301	4070
3051	NA	NA	4096	3964
3052	NA	NA	3848	4045
3053	NA	NA	3980	4165
3054	NA	NA	4187	4000
3055	NA	NA	4232	4288
3056	NA	NA	4271	4392
3057	NA	NA	4283	4245
3058	NA	NA	4096	4091
3059	NA	NA	4185	4431
3060	NA	NA	4151	4545
3061	NA	NA	4429	4705
3062	NA	NA	4157	4439
3063	NA	NA	4377	4611
3064	NA	NA	3827	4229
3065	NA	NA	4294	4235
3066	NA	NA	3999	3978
3067	NA	NA	4058	4147
3068	NA	NA	4174	4332
3069	NA	NA	4158	4151
3070	NA	NA	4234	4531
3071	NA	NA	4092	4423
3072	NA	NA	4258	4477
3073	NA	NA	4326	4374
3074	NA	NA	4127	4520
3075	NA	NA	4185	4262
3076	NA	NA	4070	4153
3077	NA	NA	3849	4239
3078	NA	NA	3889	4281
3079	NA	NA	3927	4544
3080	NA	NA	4079	4373
3081	NA	NA	4007	4214
3082	NA	NA	3992	4153
3083	NA	NA	4082	4197
3084	NA	NA	3968	4134
3085	NA	NA	4270	4643
3086	NA	NA	4096	4196
3087	NA	NA	3935	4122
3088	NA	NA	4183	4541
3089	NA	NA	4410	4553
3090	NA	NA	4100	4382
3091	NA	NA	3890	4255
3092	NA	NA	4102	4259
3093	NA	NA	4026	4090
3094	NA	NA	3795	4160
3095	NA	NA	3806	4150
3096	NA	NA	3915	4001
3097	NA	NA	3918	4029
3098	NA	NA	4196	4267
3099	NA	NA	3883	4185
3100	NA	NA	4037	4245
3101	NA	NA	4149	4181
3102	NA	NA	4002	4022
3103	NA	NA	3881	3900
3104	NA	NA	3667	3802
3105	NA	NA	3804	3989
3106	NA	NA	4077	3895
3107	NA	NA	3792	3924
3108	NA	NA	3709	3912
3109	NA	NA	3728	3903
3110	NA	NA	3506	3760
3111	NA	NA	3790	3879
3112	NA	NA	3412	3651
3113	NA	NA	3701	3822
3114	NA	NA	3518	3456
3115	NA	NA	3725	3866
3116	NA	NA	3730	3722
3117	NA	NA	3864	4164
3118	NA	NA	4037	3917
3119	NA	NA	3915	3932
3120	NA	NA	4157	3973
3121	NA	NA	4467	4005
3122	NA	NA	3450	3484
3123	NA	NA	3588	3629
3124	NA	NA	3896	3623
3125	NA	NA	3718	3600
3126	NA	NA	3596	3673
3127	NA	NA	3816	3876
3128	NA	NA	3675	3669
3129	NA	NA	3515	3472
3130	NA	NA	3600	3517
3131	NA	NA	3653	3701
3132	NA	NA	3544	3671
3133	NA	NA	3864	3793
3134	NA	NA	3567	3645
3135	NA	NA	3688	3694
3136	NA	NA	3602	3577
3137	NA	NA	3420	3639
3138	NA	NA	3395	3482
3139	NA	NA	3483	3431
3140	NA	NA	3303	3266
3141	NA	NA	3453	3348
3142	NA	NA	3519	3759
3143	NA	NA	3645	3667
3144	NA	NA	3462	3592
3145	NA	NA	3496	3498
3146	NA	NA	3234	3366
3147	NA	NA	3209	3440
3148	NA	NA	3563	3808
3149	NA	NA	3439	3800
3150	NA	NA	3606	3876
3151	NA	NA	3499	3543
3152	NA	NA	3448	3503
3153	NA	NA	3424	3629
3154	NA	NA	3450	3593
3155	NA	NA	3699	3692
3156	NA	NA	3442	3704
3157	NA	NA	3423	3723
3158	NA	NA	3407	3578
3159	NA	NA	3447	3522
3160	NA	NA	3398	3350
3161	NA	NA	3218	3385
3162	NA	NA	3425	3469
3163	NA	NA	3273	3457
3164	NA	NA	3356	3618
3165	NA	NA	3223	3214
3166	NA	NA	3222	3174
3167	NA	NA	3068	3304
3168	NA	NA	3236	3226
3169	NA	NA	3202	3393
3170	NA	NA	3223	3231
3171	NA	NA	3064	3574
3172	NA	NA	3067	3191
3173	NA	NA	3249	3399
3174	NA	NA	2951	3178
3175	NA	NA	3205	3483
3176	NA	NA	3057	3230
3177	NA	NA	3289	3467
3178	NA	NA	3173	3286
3179	NA	NA	3095	3144
3180	NA	NA	3028	3314
3181	NA	NA	3347	3332
3182	NA	NA	3121	3235
3183	NA	NA	3153	3143
3184	NA	NA	3234	3366
3185	NA	NA	3227	3257
3186	NA	NA	3527	3580
3187	NA	NA	3664	3646
3188	NA	NA	3271	3513
3189	NA	NA	3176	3255
3190	NA	NA	3226	3211
3191	NA	NA	3079	3125
3192	NA	NA	3133	3374
3193	NA	NA	3450	3448
3194	NA	NA	3179	3257
3195	NA	NA	3127	3124
3196	NA	NA	3065	3235
3197	NA	NA	3117	3378
3198	NA	NA	3234	3234
3199	NA	NA	3194	3129
3200	NA	NA	3146	3430
3201	NA	NA	3044	3148
3202	NA	NA	3112	3246
3203	NA	NA	3017	3217
3204	NA	NA	3250	3301
3205	NA	NA	3076	3256
3206	NA	NA	3276	3295
3207	NA	NA	3126	3263
3208	NA	NA	3186	3273
3209	NA	NA	2983	3255
3210	NA	NA	3294	3200
3211	NA	NA	3244	3295
3212	NA	NA	3140	3232
3213	NA	NA	3173	3311
3214	NA	NA	3211	3303
3215	NA	NA	3275	3303
3216	NA	NA	3423	3540
3217	NA	NA	3286	3349
3218	NA	NA	3444	3389
3219	NA	NA	3355	3380
3220	NA	NA	3221	3393
3221	NA	NA	3288	3386
3222	NA	NA	3330	3525
3223	NA	NA	3214	3335
3224	NA	NA	3442	3360
3225	NA	NA	3415	3311
3226	NA	NA	3440	3365
3227	NA	NA	3256	3461
3228	NA	NA	3164	3395
3229	NA	NA	3216	3349
3230	NA	NA	3247	3482
3231	NA	NA	3378	3451
3232	NA	NA	3290	3436
3233	NA	NA	3262	3445
3234	NA	NA	3213	3435
3235	NA	NA	3282	3440
3236	NA	NA	3209	3330
3237	NA	NA	3470	3356
3238	NA	NA	3237	3290
3239	NA	NA	3282	3307
3240	NA	NA	3487	3224
3241	NA	NA	3140	3364
3242	NA	NA	3288	3286
3243	NA	NA	3181	3319
3244	NA	NA	3284	3114
3245	NA	NA	3087	3163
3246	NA	NA	3304	3244
3247	NA	NA	3285	3414
3248	NA	NA	3362	3466
3249	NA	NA	3355	3315
3250	NA	NA	3164	3220
3251	NA	NA	3311	3330
3252	NA	NA	3272	3176
3253	NA	NA	3368	3243
3254	NA	NA	3500	3407
3255	NA	NA	3421	3267
3256	NA	NA	3342	3350
3257	NA	NA	3444	3420
3258	NA	NA	3337	3305
3259	NA	NA	3198	3089
3260	NA	NA	3409	3397
3261	NA	NA	3354	3263
3262	NA	NA	3405	3390
3263	NA	NA	3497	3333
3264	NA	NA	3381	3280
3265	NA	NA	3450	3299
3266	NA	NA	3287	3187
3267	NA	NA	3308	3108
3268	NA	NA	3258	3160
3269	NA	NA	3383	3134
3270	NA	NA	3258	3257
3271	NA	NA	3470	3137
3272	NA	NA	3312	3242
3273	NA	NA	3286	3225
3274	NA	NA	3316	3235
3275	NA	NA	3344	3253
3276	NA	NA	3304	3259
3277	NA	NA	3342	3211
3278	NA	NA	3134	3219
3279	NA	NA	3334	3350
3280	NA	NA	3367	3465
3281	NA	NA	3175	3131
3282	NA	NA	3352	3085
3283	NA	NA	3166	3166
3284	NA	NA	3255	3064
3285	NA	NA	3078	3119
3286	NA	NA	3156	3112
3287	NA	NA	3246	2988
3288	NA	NA	3312	2993
3289	NA	NA	3143	3091
3290	NA	NA	3266	3122
3291	NA	NA	3265	3209
3292	NA	NA	3359	3139
3293	NA	NA	3160	3139
3294	NA	NA	3107	3125
3295	NA	NA	3180	3220
3296	NA	NA	3319	3076
3297	NA	NA	3346	3133
3298	NA	NA	3308	3288
3299	NA	NA	3378	3223
3300	NA	NA	3406	3230
3301	NA	NA	3171	3104
3302	NA	NA	3269	3092
3303	NA	NA	3218	3288
3304	NA	NA	3370	3325
3305	NA	NA	3184	3198
3306	NA	NA	3245	2977
3307	NA	NA	3117	3084
3308	NA	NA	3270	3147
3309	NA	NA	3156	3139
3310	NA	NA	3365	3163
3311	NA	NA	3173	3133
3312	NA	NA	3341	3254
3313	NA	NA	3079	2948
3314	NA	NA	3188	3077
3315	NA	NA	3223	3034
3316	NA	NA	3316	3085
3317	NA	NA	3399	3280
3318	NA	NA	3166	3204
3319	NA	NA	3252	3211
3320	NA	NA	3228	3060
3321	NA	NA	3233	3185
3322	NA	NA	3629	3332
3323	NA	NA	3460	3309
3324	NA	NA	3592	3302
3325	NA	NA	3206	3149
3326	NA	NA	3446	3467
3327	NA	NA	3473	3397
3328	NA	NA	3438	3200
3329	NA	NA	3242	3367
3330	NA	NA	3321	3324
3331	NA	NA	3618	3297
3332	NA	NA	3567	3155
3333	NA	NA	3557	3555
3334	NA	NA	3503	3225
3335	NA	NA	3540	3580
3336	NA	NA	3659	3463
3337	NA	NA	3502	3372
3338	NA	NA	3380	3322
3339	NA	NA	3446	3319
3340	NA	NA	3460	3306
3341	NA	NA	3584	3605
3342	NA	NA	4175	3576
3343	NA	NA	4993	4015
3344	NA	NA	3756	3468
3345	NA	NA	3491	3448
3346	NA	NA	3683	3404
3347	NA	NA	3639	3391
3348	NA	NA	3926	3564
3349	NA	NA	3699	3364
3350	NA	NA	3507	3348
3351	NA	NA	3327	3297
3352	NA	NA	3243	3325
3353	NA	NA	3546	3409
3354	NA	NA	3582	3323
3355	NA	NA	3547	3430
3356	NA	NA	3593	3419
3357	NA	NA	3383	3164
3358	NA	NA	3330	3394
3359	NA	NA	3557	3297
3360	NA	NA	3621	3404
3361	NA	NA	3537	3387
3362	NA	NA	3635	3423
3363	NA	NA	3544	3402
3364	NA	NA	3420	3226
3365	NA	NA	3318	3077
3366	NA	NA	3387	3373
3367	NA	NA	3454	3380
3368	NA	NA	3531	3249
3369	NA	NA	3431	3344
3370	NA	NA	3566	3428
3371	NA	NA	3513	3450
3372	NA	NA	3586	3370
3373	NA	NA	3557	3432
3374	NA	NA	3704	3522
3375	NA	NA	3541	3717
3376	NA	NA	3531	3482
3377	NA	NA	3610	3471
3378	NA	NA	3342	3415
3379	NA	NA	3455	3311
3380	NA	NA	3435	3265
3381	NA	NA	3345	3381
3382	NA	NA	3653	3514
3383	NA	NA	3530	3668
3384	NA	NA	3662	3609
3385	NA	NA	3387	3334
3386	NA	NA	3214	3263
3387	NA	NA	3304	3251
3388	NA	NA	3469	3570
3389	NA	NA	3349	3454
3390	NA	NA	3206	3135
3391	NA	NA	3225	3537
3392	NA	NA	3215	3276
3393	NA	NA	3230	3170
3394	NA	NA	3183	3146
3395	NA	NA	3363	3314
3396	NA	NA	3224	3289
3397	NA	NA	3040	3154
3398	NA	NA	3242	3062
3399	NA	NA	3256	3195
3400	NA	NA	3320	3292
3401	NA	NA	3139	3019
3402	NA	NA	3271	3260
3403	NA	NA	3155	3119
3404	NA	NA	3218	3192
3405	NA	NA	3168	3241
3406	NA	NA	3085	3158
3407	NA	NA	3074	3066
3408	NA	NA	3095	3081
3409	NA	NA	3230	3010
3410	NA	NA	3095	2953
3411	NA	NA	3247	3200
3412	NA	NA	3229	3131
3413	NA	NA	3224	3056
3414	NA	NA	3151	3143
3415	NA	NA	3127	2905
3416	NA	NA	3010	3105
3417	NA	NA	3128	3202
3418	NA	NA	3178	3162
3419	NA	NA	2946	2879
3420	NA	NA	3073	3213
3421	NA	NA	3130	2993
3422	NA	NA	3120	2956
3423	NA	NA	3015	2968
3424	NA	NA	3204	3180
3425	NA	NA	3337	3225
3426	NA	NA	2922	2967
3427	NA	NA	3245	3207
3428	NA	NA	3094	3150
3429	NA	NA	3130	3238
3430	NA	NA	2938	2906
3431	NA	NA	3043	3126
3432	NA	NA	3191	2982
3433	NA	NA	2981	2954
3434	NA	NA	3139	3039
3435	NA	NA	2934	3095
3436	NA	NA	2934	3127
3437	NA	NA	3122	2912
3438	NA	NA	3103	2961
3439	NA	NA	2995	2986
3440	NA	NA	2911	3193
3441	NA	NA	2921	3012
3442	NA	NA	2911	3138
3443	NA	NA	3117	3086
3444	NA	NA	2951	3136
3445	NA	NA	3075	3055
3446	NA	NA	3189	3240
3447	NA	NA	3171	3087
3448	NA	NA	3050	3191
3449	NA	NA	3011	2983
3450	NA	NA	2804	3003
3451	NA	NA	3127	2924
3452	NA	NA	3092	3283
3453	NA	NA	2993	2967
3454	NA	NA	2933	3002
3455	NA	NA	3039	3004
3456	NA	NA	3016	3144
3457	NA	NA	2970	2913
3458	NA	NA	3014	2978
3459	NA	NA	2960	2832
3460	NA	NA	2759	2839
3461	NA	NA	3027	2901
3462	NA	NA	2823	2935
3463	NA	NA	2852	2765
3464	NA	NA	2997	3044
3465	NA	NA	2989	2975
3466	NA	NA	2833	2796
3467	NA	NA	3107	3005
3468	NA	NA	2913	2898
3469	NA	NA	2957	3074
3470	NA	NA	2866	2814
3471	NA	NA	3170	3594
3472	NA	NA	2945	2735
3473	NA	NA	2911	2915
3474	NA	NA	2809	2795
3475	NA	NA	2877	2835
3476	NA	NA	2824	2821
3477	NA	NA	2851	2757
3478	NA	NA	2807	2764
3479	NA	NA	2676	2747
3480	NA	NA	2719	2816
3481	NA	NA	2780	2632
3482	NA	NA	2931	2814
3483	NA	NA	2985	2773
3484	NA	NA	2892	2879
3485	NA	NA	2945	2818
3486	NA	NA	3029	2991
3487	NA	NA	2978	3032
3488	NA	NA	2960	2991
3489	NA	NA	3020	3038
3490	NA	NA	2877	2764
3491	NA	NA	2716	2773
3492	NA	NA	2817	2818
3493	NA	NA	2832	2809
3494	NA	NA	2921	2829
3495	NA	NA	2744	2818
3496	NA	NA	2846	2580
3497	NA	NA	2711	2712
3498	NA	NA	2682	2790
3499	NA	NA	2680	2681
3500	NA	NA	2705	2691
3501	NA	NA	2743	2789
3502	NA	NA	2718	2650
3503	NA	NA	2665	2572
3504	NA	NA	2628	2647
3505	NA	NA	2639	2612
3506	NA	NA	2796	2718
3507	NA	NA	2855	2770
3508	NA	NA	2661	2658
3509	NA	NA	2652	2653
3510	NA	NA	2791	2681
3511	NA	NA	2642	2858
3512	NA	NA	2690	2663
3513	NA	NA	2696	2570
3514	NA	NA	2619	2594
3515	NA	NA	2585	2658
3516	NA	NA	2490	2645
3517	NA	NA	2677	2700
3518	NA	NA	2567	2732
3519	NA	NA	2605	2663
3520	NA	NA	2599	2543
3521	NA	NA	2673	2668
3522	NA	NA	2507	2616
3523	NA	NA	2709	2558
3524	NA	NA	2511	2638
3525	NA	NA	2437	2540
3526	NA	NA	2629	2626
3527	NA	NA	2625	2617
3528	NA	NA	2674	2461
3529	NA	NA	2594	2568
3530	NA	NA	2499	2566
3531	NA	NA	2615	2629
3532	NA	NA	2620	2566
3533	NA	NA	2584	2443
3534	NA	NA	2668	2531
3535	NA	NA	2648	2633
3536	NA	NA	2694	2646
3537	NA	NA	2629	2510
3538	NA	NA	2785	2675
3539	NA	NA	2760	2739
3540	NA	NA	2605	2794
3541	NA	NA	2576	2528
3542	NA	NA	2646	2529
3543	NA	NA	2605	2418
3544	NA	NA	2678	2588
3545	NA	NA	2642	2573
3546	NA	NA	2653	2535
3547	NA	NA	2414	2426
3548	NA	NA	2497	2473
3549	NA	NA	2569	2509
3550	NA	NA	2501	2506
3551	NA	NA	2547	2530
3552	NA	NA	2512	2493
3553	NA	NA	2558	2512
3554	NA	NA	2638	2453
3555	NA	NA	2615	2534
3556	NA	NA	2595	2360
3557	NA	NA	2633	2423
3558	NA	NA	2634	2389
3559	NA	NA	2610	2549
3560	NA	NA	2633	2577
3561	NA	NA	2677	2456
3562	NA	NA	2602	2570
3563	NA	NA	2598	2505
3564	NA	NA	2582	2491
3565	NA	NA	2641	2415
3566	NA	NA	2618	2428
3567	NA	NA	2587	2439
3568	NA	NA	2740	2517
3569	NA	NA	2549	2562
3570	NA	NA	2610	2670
3571	NA	NA	2588	2483
3572	NA	NA	2656	2514
3573	NA	NA	2606	2495
3574	NA	NA	2509	2436
3575	NA	NA	2616	2521
3576	NA	NA	2615	2680
3577	NA	NA	2635	2568
3578	NA	NA	2628	2518
3579	NA	NA	2673	2529
3580	NA	NA	2709	2576
3581	NA	NA	2555	2449
3582	NA	NA	2537	2484
3583	NA	NA	2458	2527
3584	NA	NA	2537	2508
3585	NA	NA	2640	2565
3586	NA	NA	2389	2487
3587	NA	NA	2581	2562
3588	NA	NA	2523	2557
3589	NA	NA	2602	2615
3590	NA	NA	2596	2579
3591	NA	NA	2500	2358
3592	NA	NA	2498	2534
3593	NA	NA	2447	2542
3594	NA	NA	2556	2550
3595	NA	NA	2347	2356
3596	NA	NA	2661	2454
3597	NA	NA	2562	2423
3598	NA	NA	2548	2373
3599	NA	NA	2604	2485
3600	NA	NA	2569	2535
3601	NA	NA	2516	2354
3602	NA	NA	2556	2302
3603	NA	NA	2380	2480
3604	NA	NA	2542	2430
3605	NA	NA	2547	2592
3606	NA	NA	2541	2499
3607	NA	NA	2659	2618
3608	NA	NA	2557	2632
3609	NA	NA	2693	2540
3610	NA	NA	2717	2552
3611	NA	NA	2715	2446
3612	NA	NA	2655	2628
3613	NA	NA	2669	2533
3614	NA	NA	2710	2507
3615	NA	NA	2621	2537
3616	NA	NA	2721	2605
3617	NA	NA	2730	2768
3618	NA	NA	2948	2602
3619	NA	NA	2808	2705
3620	NA	NA	2710	2698
3621	NA	NA	2558	2513
3622	NA	NA	2511	2484
3623	NA	NA	2610	2579
3624	NA	NA	2578	2341
3625	NA	NA	2558	2414
3626	NA	NA	2696	2600
3627	NA	NA	2627	2474
3628	NA	NA	2615	2704
3629	NA	NA	2684	2661
3630	NA	NA	2561	2687
3631	NA	NA	2873	2713
3632	NA	NA	2658	2634
3633	NA	NA	2842	2806
3634	NA	NA	2821	2770
3635	NA	NA	2802	2957
3636	NA	NA	2935	3016
3637	NA	NA	2930	2929
3638	NA	NA	2891	2826
3639	NA	NA	2726	2900
3640	NA	NA	3057	3047
3641	NA	NA	2977	2849
3642	NA	NA	2914	2894
3643	NA	NA	2989	3049
3644	NA	NA	2998	2985
3645	NA	NA	2708	2894
3646	NA	NA	3049	2780
3647	NA	NA	2862	2850
3648	NA	NA	2881	2882
3649	NA	NA	2967	2895
3650	NA	NA	2895	2758
3651	NA	NA	2990	2943
3652	NA	NA	2841	2657
3653	NA	NA	2884	2900
3654	NA	NA	2748	2729
3655	NA	NA	2845	2768
3656	NA	NA	2803	2820
3657	NA	NA	2791	2858
3658	NA	NA	2832	2892
3659	NA	NA	2830	2650
3660	NA	NA	2926	2822
3661	NA	NA	2795	2764
3662	NA	NA	2894	2807
3663	NA	NA	3080	2901
3664	NA	NA	2688	2604
3665	NA	NA	2688	2832
3666	NA	NA	2911	2859
3667	NA	NA	2715	2750
3668	NA	NA	2840	2815
3669	NA	NA	2867	2781
3670	NA	NA	2890	2701
3671	NA	NA	2894	2682
3672	NA	NA	3126	2762
3673	NA	NA	2839	2611
3674	NA	NA	2946	2776
3675	NA	NA	2819	2793
3676	NA	NA	2970	2700
3677	NA	NA	2996	2807
3678	NA	NA	2908	2678
3679	NA	NA	2780	2731
3680	NA	NA	2899	2748
3681	NA	NA	3080	2656
3682	NA	NA	3011	3040
3683	NA	NA	3146	2867
3684	NA	NA	2876	2725
3685	NA	NA	2976	2721
3686	NA	NA	2786	2647
3687	NA	NA	2844	2587
3688	NA	NA	2726	2608
3689	NA	NA	2869	2667
3690	NA	NA	2722	2612
3691	NA	NA	2733	2636
3692	NA	NA	2912	2846
3693	NA	NA	2878	2656
3694	NA	NA	2699	2619
3695	NA	NA	2929	2625
3696	NA	NA	2693	2591
3697	NA	NA	2648	2487
3698	NA	NA	2584	2528
3699	NA	NA	2573	2613
3700	NA	NA	2675	2547
3701	NA	NA	2658	2653
3702	NA	NA	2721	2648
3703	NA	NA	2802	2642
3704	NA	NA	2626	2690
3705	NA	NA	2642	2449
3706	NA	NA	2907	2575
3707	NA	NA	2589	2684
3708	NA	NA	2872	2466
3709	NA	NA	2768	2506
3710	NA	NA	2773	2517
3711	NA	NA	2821	2663
3712	NA	NA	2848	2606
3713	NA	NA	2860	2892
3714	NA	NA	2696	2587
3715	NA	NA	2855	2609
3716	NA	NA	2849	2582
3717	NA	NA	2906	2735
3718	NA	NA	2825	2610
3719	NA	NA	3053	2911
3720	NA	NA	2843	2618
3721	NA	NA	2868	2943
3722	NA	NA	2806	2755
3723	NA	NA	2886	2822
3724	NA	NA	2904	2723
3725	NA	NA	2978	2969
3726	NA	NA	2875	2800
3727	NA	NA	2838	2690
3728	NA	NA	2792	2745
3729	NA	NA	2610	2520
3730	NA	NA	2878	2751
3731	NA	NA	2855	2624
3732	NA	NA	2768	NA
3733	NA	NA	3077	NA
3734	NA	NA	2806	NA
3735	NA	NA	2940	NA
3736	NA	NA	2767	NA
3737	NA	NA	2871	NA
3738	NA	NA	2933	NA
3739	NA	NA	2700	NA
3740	NA	NA	2821	NA
3741	NA	NA	2801	NA
3742	NA	NA	2769	NA
3743	NA	NA	2773	NA
3744	NA	NA	2817	NA
3745	NA	NA	2687	NA
3746	NA	NA	2652	NA
3747	NA	NA	2747	NA
3748	NA	NA	2626	NA
3749	NA	NA	2888	NA
3750	NA	NA	2735	NA
3751	NA	NA	2717	NA
3752	NA	NA	2795	NA
3753	NA	NA	2757	NA
3754	NA	NA	2789	NA
3755	NA	NA	2812	NA
3756	NA	NA	2820	NA
3757	NA	NA	2821	NA
3758	NA	NA	2786	NA
3759	NA	NA	2895	NA
3760	NA	NA	2746	NA
3761	NA	NA	2779	NA
3762	NA	NA	2664	NA
3763	NA	NA	2661	NA
3764	NA	NA	2743	NA
3765	NA	NA	2754	NA
3766	NA	NA	2924	NA
3767	NA	NA	2733	NA
3768	NA	NA	2654	NA
3769	NA	NA	2704	NA
3770	NA	NA	2594	NA
3771	NA	NA	2799	NA
3772	NA	NA	2795	NA
3773	NA	NA	2750	NA
3774	NA	NA	2702	NA
3775	NA	NA	2559	NA
3776	NA	NA	2622	NA
3777	NA	NA	2649	NA
3778	NA	NA	2768	NA
3779	NA	NA	2711	NA
3780	NA	NA	2627	NA
3781	NA	NA	2423	NA
3782	NA	NA	2485	NA
3783	NA	NA	2610	NA
3784	NA	NA	2731	NA
3785	NA	NA	2788	NA
3786	NA	NA	2660	NA
3787	NA	NA	2505	NA
3788	NA	NA	2585	NA
3789	NA	NA	2732	NA
3790	NA	NA	2586	NA
3791	NA	NA	2596	NA
3792	NA	NA	2684	NA
3793	NA	NA	2580	NA
3794	NA	NA	2547	NA
3795	NA	NA	2755	NA
3796	NA	NA	2624	NA
3797	NA	NA	2659	NA
3798	NA	NA	2531	NA
3799	NA	NA	2510	NA
3800	NA	NA	2485	NA
3801	NA	NA	2629	NA
3802	NA	NA	2562	NA
3803	NA	NA	2606	NA
3804	NA	NA	2592	NA
3805	NA	NA	2545	NA
3806	NA	NA	2560	NA
3807	NA	NA	2491	NA
3808	NA	NA	2563	NA
3809	NA	NA	2594	NA
3810	NA	NA	2669	NA
3811	NA	NA	2598	NA
3812	NA	NA	2529	NA
3813	NA	NA	2616	NA
3814	NA	NA	2683	NA
3815	NA	NA	2826	NA
3816	NA	NA	2468	NA
3817	NA	NA	2538	NA
3818	NA	NA	2565	NA
3819	NA	NA	2561	NA
3820	NA	NA	2726	NA
3821	NA	NA	2577	NA
3822	NA	NA	2728	NA
3823	NA	NA	2577	NA
3824	NA	NA	2724	NA
3825	NA	NA	2623	NA
3826	NA	NA	2607	NA
3827	NA	NA	2606	NA
3828	NA	NA	2720	NA
3829	NA	NA	2524	NA
3830	NA	NA	2583	NA
3831	NA	NA	2588	NA
3832	NA	NA	2643	NA
3833	NA	NA	2569	NA
3834	NA	NA	2731	NA
3835	NA	NA	2711	NA
3836	NA	NA	2798	NA
